AC   MIPF0000001
ID   mir-1
MI   MI0018458  mtr-MIR5291b
MI   MI0018459  mtr-MIR5291c
//
AC   MIPF0000001
ID   MIR5302
MI   MI0018479  sly-MIR5302a
MI   MI0029106  sly-MIR5302b
MI   MI0016328  tca-mir-3853
//
AC   MIPF0000001
ID   MIR531_2
MI   MI0003204  osa-MIR531a
MI   MI0008222  osa-MIR531b
MI   MI0026010  osa-MIR531c
//
AC   MIPF0000001
ID   MIR538
MI   MI0003510  ppt-MIR538a
MI   MI0003511  ppt-MIR538b
MI   MI0003512  ppt-MIR538c
//
AC   MIPF0000001
ID   MIR5559
MI   MI0019713  gma-MIR5559
MI   MI0019086  mtr-MIR5559
MI   MI0005974  ppt-MIR1029
//
AC   MIPF0000001
ID   MIR5564
MI   MI0019096  sbi-MIR5564a
MI   MI0019097  sbi-MIR5564b
MI   MI0023507  sbi-MIR5564c
//
AC   MIPF0000001
ID   MIR5649
MI   MI0019226  ath-MIR5649a
MI   MI0019248  ath-MIR5649b
MI   MI0025229  mtr-MIR7700
//
AC   MIPF0000001
ID   MIR5745
MI   MI0021109  cca-MIR6116
MI   MI0019670  mtr-MIR5745a
MI   MI0019690  mtr-MIR5745b
//
AC   MIPF0000001
ID   MIR5835
MI   MI0019332  bra-MIR5720
MI   MI0018637  gma-MIR5378
MI   MI0019855  osa-MIR5835
//
AC   MIPF0000001
ID   MIR6158
MI   MI0021456  nta-MIR6158a
MI   MI0021457  nta-MIR6158b
MI   MI0021458  nta-MIR6158c
//
AC   MIPF0000001
ID   MIR6217
MI   MI0016992  hsa-mir-3974
MI   MI0023508  sbi-MIR6217a
MI   MI0023509  sbi-MIR6217b
//
AC   MIPF0000001
ID   MIR6274
MI   MI0021638  ppe-MIR6274a
MI   MI0026161  ppe-MIR6274b
MI   MI0006035  ppt-MIR1069
//
AC   MIPF0000001
ID   MIR6476
MI   MI0021991  ptc-MIR6476a
MI   MI0025468  ptc-MIR6476b
MI   MI0025469  ptc-MIR6476c
//
AC   MIPF0000001
ID   MIR7120
MI   MI0023141  mdm-MIR7120a
MI   MI0023142  mdm-MIR7120b
MI   MI0025842  stu-MIR8029
//
AC   MIPF0000001
ID   MIR7125
MI   MI0017886  ath-MIR5018
MI   MI0023163  mdm-MIR7125
MI   MI0026153  ppe-MIR7125
//
AC   MIPF0000001
ID   MIR7523
MI   MI0013173  bhv1-mir-B1
MI   MI0024397  lja-MIR7523a
MI   MI0024398  lja-MIR7523b
//
AC   MIPF0000001
ID   MIR7991
MI   MI0025774  stu-MIR7991a
MI   MI0025775  stu-MIR7991b
MI   MI0025776  stu-MIR7991c
//
AC   MIPF0000001
ID   MIR8008
MI   MI0025810  stu-MIR8008a
MI   MI0025840  stu-MIR8008b
MI   MI0025811  stu-MIR8009
//
AC   MIPF0000001
ID   MIR815
MI   MI0005242  osa-MIR815a
MI   MI0005243  osa-MIR815b
MI   MI0005244  osa-MIR815c
//
AC   MIPF0000001
ID   MIR820
MI   MI0005263  osa-MIR820a
MI   MI0005264  osa-MIR820b
MI   MI0005265  osa-MIR820c
//
AC   MIPF0000001
ID   MIR847
MI   MI0014620  aly-MIR847
MI   MI0005410  ath-MIR847
MI   MI0013277  rlcv-mir-rL1-18
//
AC   MIPF0000001
ID   MIR848
MI   MI0014645  aly-MIR848
MI   MI0005403  ath-MIR848
MI   MI0027280  sma-mir-8478
//
AC   MIPF0000001
ID   MIR8563
MI   MI0013364  ath-MIR2934
MI   MI0005112  ath-MIR782
MI   MI0027441  atr-MIR8563
//
AC   MIPF0000001
ID   MIR8622
MI   MI0027554  esi-MIR8622a
MI   MI0027556  esi-MIR8622b
MI   MI0027560  esi-MIR8622c
//
AC   MIPF0000001
ID   MIR8623
MI   MI0027557  esi-MIR8623a
MI   MI0027555  esi-MIR8623c
MI   MI0027565  esi-MIR8623d
//
AC   MIPF0000001
ID   MIR8703
MI   MI0027683  gra-MIR8703a
MI   MI0027684  gra-MIR8703b
MI   MI0027685  gra-MIR8703c
//
AC   MIPF0000001
ID   MIR946
MI   MI0022102  pde-MIR946
MI   MI0005794  pta-MIR946a
MI   MI0005795  pta-MIR946b
//
AC   MIPF0000001
ID   MIR951
MI   MI0016131  pab-MIR951
MI   MI0022107  pde-MIR951
MI   MI0005801  pta-MIR951
//
AC   MIPF0000001
ID   MIR9654
MI   MI0017715  cel-mir-4929
MI   MI0030371  tae-MIR9654a
MI   MI0030374  tae-MIR9654b
//
AC   MIPF0000001
ID   MIR9666
MI   MI0030388  tae-MIR9666a
MI   MI0030421  tae-MIR9666b
MI   MI0030394  tae-MIR9666c
//
AC   MIPF0000001
ID   MIR9672
MI   MI0031667  ata-MIR9672
MI   MI0030400  tae-MIR9672a
MI   MI0031526  tae-MIR9672b
//
AC   MIPF0000001
ID   MIR9677
MI   MI0031715  ata-MIR9677
MI   MI0030414  tae-MIR9677a
MI   MI0031540  tae-MIR9677b
//
AC   MIPF0000001
ID   MIR9772
MI   MI0031655  ata-MIR9772a
MI   MI0031680  ata-MIR9772b
MI   MI0031524  tae-MIR9772
//
AC   MIPF0000001
ID   MIR9783
MI   MI0031726  ata-MIR9783
MI   MI0025397  bdi-MIR7775
MI   MI0031541  tae-MIR9783
//
AC   MIPF0000001
ID   mir-1003
MI   MI0005864  dme-mir-1003
MI   MI0011732  dsi-mir-1003
MI   MI0029237  dvi-mir-1003
//
AC   MIPF0000001
ID   mir-1174
MI   MI0013471  aae-mir-1174
MI   MI0006237  aga-mir-1174
MI   MI0013561  cqu-mir-1174
//
AC   MIPF0000001
ID   mir-1178
MI   MI0006271  hsa-mir-1178
MI   MI0015178  ppy-mir-1178
MI   MI0008413  ptr-mir-1178
//
AC   MIPF0000001
ID   mir-1183
MI   MI0006276  hsa-mir-1183
MI   MI0015182  ppy-mir-1183
MI   MI0008417  ptr-mir-1183
//
AC   MIPF0000001
ID   mir-1205
MI   MI0006338  hsa-mir-1205
MI   MI0015190  ppy-mir-1205
MI   MI0008427  ptr-mir-1205
//
AC   MIPF0000001
ID   mir-1208
MI   MI0006341  hsa-mir-1208
MI   MI0015192  ppy-mir-1208
MI   MI0008430  ptr-mir-1208
//
AC   MIPF0000001
ID   mir-1238
MI   MI0006328  hsa-mir-1238
MI   MI0022755  mmu-mir-6908
MI   MI0015201  ppy-mir-1238
//
AC   MIPF0000001
ID   mir-1253
MI   MI0006387  hsa-mir-1253
MI   MI0015211  ppy-mir-1253
MI   MI0008458  ptr-mir-1253
//
AC   MIPF0000001
ID   mir-1258
MI   MI0006392  hsa-mir-1258
MI   MI0020870  mml-mir-1258
MI   MI0008462  ptr-mir-1258
//
AC   MIPF0000001
ID   mir-1263
MI   MI0006398  hsa-mir-1263
MI   MI0015221  ppy-mir-1263
MI   MI0008467  ptr-mir-1263
//
AC   MIPF0000001
ID   mir-1265
MI   MI0006401  hsa-mir-1265
MI   MI0015223  ppy-mir-1265
MI   MI0008469  ptr-mir-1265
//
AC   MIPF0000001
ID   mir-1275
MI   MI0006415  hsa-mir-1275
MI   MI0015233  ppy-mir-1275
MI   MI0008476  ptr-mir-1275
//
AC   MIPF0000001
ID   mir-1278
MI   MI0020831  ggo-mir-1278
MI   MI0006425  hsa-mir-1278
MI   MI0008478  ptr-mir-1278
//
AC   MIPF0000001
ID   mir-1290
MI   MI0006352  hsa-mir-1290
MI   MI0015246  ppy-mir-1290
MI   MI0008491  ptr-mir-1290
//
AC   MIPF0000001
ID   mir-1292
MI   MI0006433  hsa-mir-1292
MI   MI0015248  ppy-mir-1292
MI   MI0008495  ptr-mir-1292
//
AC   MIPF0000001
ID   mir-1299
MI   MI0006359  hsa-mir-1299
MI   MI0015254  ppy-mir-1299
MI   MI0008503  ptr-mir-1299
//
AC   MIPF0000001
ID   mir-1537
MI   MI0028674  efu-mir-9314
MI   MI0007258  hsa-mir-1537
MI   MI0015272  ppy-mir-1537
//
AC   MIPF0000001
ID   mir-1540
MI   MI0007263  mdo-mir-1540a
MI   MI0024041  mdo-mir-1540b
MI   MI0019607  sha-mir-1540
//
AC   MIPF0000001
ID   mir-1662
MI   MI0018767  aca-mir-1662
MI   MI0007396  gga-mir-1662
MI   MI0013646  tgu-mir-1662
//
AC   MIPF0000001
ID   mir-1732-3
MI   MI0007471  gga-mir-1732-1
MI   MI0023557  gga-mir-1732-2
MI   MI0023558  gga-mir-1732-3
//
AC   MIPF0000001
ID   mir-1743
MI   MI0007482  gga-mir-1743
MI   MI0025660  prd-mir-7919
MI   MI0022179  tgu-mir-1743
//
AC   MIPF0000001
ID   mir-1756
MI   MI0007498  gga-mir-1756a
MI   MI0007541  gga-mir-1756b
MI   MI0022181  tgu-mir-1756
//
AC   MIPF0000001
ID   mir-1814
MI   MI0011466  bta-mir-1814c
MI   MI0011350  bta-mir-2325a
MI   MI0030649  chi-mir-1814
//
AC   MIPF0000001
ID   mir-1889
MI   MI0013448  aae-mir-1889
MI   MI0008309  aga-mir-1889
MI   MI0013628  cqu-mir-1889
//
AC   MIPF0000001
ID   mir-1890
MI   MI0013457  aae-mir-1890
MI   MI0008311  aga-mir-1890
MI   MI0013615  cqu-mir-1890
//
AC   MIPF0000001
ID   mir-1911
MI   MI0028341  eca-mir-1911
MI   MI0008332  hsa-mir-1911
MI   MI0023698  mml-mir-1911
//
AC   MIPF0000001
ID   mir-1956
MI   MI0020443  cgr-mir-1956
MI   MI0009952  mmu-mir-1956
MI   MI0030356  rno-mir-1956
//
AC   MIPF0000001
ID   mir-1957
MI   MI0009917  mmu-mir-1928
MI   MI0009954  mmu-mir-1957a
MI   MI0021929  mmu-mir-1957b
//
AC   MIPF0000001
ID   mir-1993
MI   MI0010230  cte-mir-1993
MI   MI0010252  lgi-mir-1993
MI   MI0010781  sme-mir-1993
//
AC   MIPF0000001
ID   mir-2002
MI   MI0025169  lva-mir-2002
MI   MI0025123  pmi-mir-2002
MI   MI0010272  spu-mir-2002
//
AC   MIPF0000001
ID   mir-2005
MI   MI0025172  lva-mir-2005
MI   MI0025125  pmi-mir-2005
MI   MI0010275  spu-mir-2005
//
AC   MIPF0000001
ID   mir-2006
MI   MI0025173  lva-mir-2006
MI   MI0025126  pmi-mir-2006
MI   MI0010276  spu-mir-2006
//
AC   MIPF0000001
ID   mir-2010
MI   MI0025177  lva-mir-2010
MI   MI0025130  pmi-mir-2010
MI   MI0010280  spu-mir-2010
//
AC   MIPF0000001
ID   mir-2013_1
MI   MI0026198  bbe-mir-2013
MI   MI0010500  bfl-mir-2013
MI   MI0018041  mmu-mir-5129
//
AC   MIPF0000001
ID   mir-2032
MI   MI0010298  nve-mir-2032a
MI   MI0010299  nve-mir-2032b-1
MI   MI0015987  nve-mir-2032b-2
//
AC   MIPF0000001
ID   mir-2040
MI   MI0010307  nve-mir-2040a-1
MI   MI0015988  nve-mir-2040a-2
MI   MI0010310  nve-mir-2040b
//
AC   MIPF0000001
ID   mir-2043
MI   MI0011970  mtr-MIR2651
MI   MI0010311  nve-mir-2043a
MI   MI0010319  nve-mir-2043b
//
AC   MIPF0000001
ID   mir-207
MI   MI0000250  mmu-mir-207
MI   MI0026045  mmu-mir-8113
MI   MI0003479  rno-mir-207
//
AC   MIPF0000001
ID   mir-2071
MI   MI0026216  bbe-mir-2071-1
MI   MI0026217  bbe-mir-2071-2
MI   MI0010509  bfl-mir-2071
//
AC   MIPF0000001
ID   mir-2162
MI   MI0028969  gsa-mir-1993
MI   MI0015299  sja-mir-2162
MI   MI0027274  sma-mir-2162
//
AC   MIPF0000001
ID   mir-2184
MI   MI0010834  dre-mir-2184
MI   MI0026784  ssa-mir-2184
MI   MI0011553  xtr-mir-2184
//
AC   MIPF0000001
ID   mir-2185-3
MI   MI0010835  dre-mir-2185-1
MI   MI0019584  dre-mir-2185-2
MI   MI0019585  dre-mir-2185-3
//
AC   MIPF0000001
ID   mir-2187
MI   MI0010839  dre-mir-2187
MI   MI0024576  ipu-mir-2187
MI   MI0026616  ssa-mir-2187
//
AC   MIPF0000001
ID   mir-22
MI   MI0025139  lva-mir-22
MI   MI0025090  pmi-mir-22
MI   MI0010191  spu-mir-22
//
AC   MIPF0000001
ID   mir-2209
MI   MI0010958  cel-mir-2209a
MI   MI0010969  cel-mir-2209b
MI   MI0010959  cel-mir-2209c
//
AC   MIPF0000001
ID   mir-2229
MI   MI0011120  crm-mir-2229
MI   MI0024787  crm-mir-2229a
MI   MI0024788  crm-mir-2229b
//
AC   MIPF0000001
ID   mir-2320
MI   MI0011342  bta-mir-2320
MI   MI0030707  chi-mir-2320
MI   MI0017997  ssc-mir-2320
//
AC   MIPF0000001
ID   mir-2354
MI   MI0011383  bta-mir-2354
MI   MI0007368  gga-mir-1638
MI   MI0031024  gma-MIR9742
//
AC   MIPF0000001
ID   mir-2366
MI   MI0011397  bta-mir-2366
MI   MI0022162  ssc-mir-2366-1
MI   MI0022163  ssc-mir-2366-2
//
AC   MIPF0000001
ID   mir-2369
MI   MI0011404  bta-mir-2369
MI   MI0007369  gga-mir-1815
MI   MI0007490  gga-mir-1816
//
AC   MIPF0000001
ID   mir-2404
MI   MI0011446  bta-mir-2404-1
MI   MI0011535  bta-mir-2404-2
MI   MI0030714  chi-mir-2404
//
AC   MIPF0000001
ID   mir-2411
MI   MI0011456  bta-mir-2411
MI   MI0030715  chi-mir-2411
MI   MI0022164  ssc-mir-2411
//
AC   MIPF0000001
ID   mir-2432
MI   MI0011483  bta-mir-2432
MI   MI0030716  chi-mir-2432
MI   MI0023684  mml-mir-7194
//
AC   MIPF0000001
ID   mir-247
MI   MI0024742  cbr-mir-247
MI   MI0000323  cel-mir-247
MI   MI0011097  crm-mir-247
//
AC   MIPF0000001
ID   mir-2686
MI   MI0012120  cte-mir-2686a
MI   MI0012121  cte-mir-2686b
MI   MI0012122  cte-mir-2686c
//
AC   MIPF0000001
ID   mir-2739
MI   MI0012179  bmo-mir-2731-1
MI   MI0012180  bmo-mir-2731-2
MI   MI0012188  bmo-mir-2739
//
AC   MIPF0000001
ID   mir-2755
MI   MI0012302  bmo-mir-2755
MI   MI0021747  hme-mir-2755
MI   MI0020991  mse-mir-2755
//
AC   MIPF0000001
ID   mir-2756
MI   MI0012309  bmo-mir-2756
MI   MI0021748  hme-mir-2756
MI   MI0027337  pxy-mir-2756
//
AC   MIPF0000001
ID   mir-2772
MI   MI0012329  bmo-mir-2772a-1
MI   MI0012350  bmo-mir-2772a-2
MI   MI0012327  bmo-mir-2772b
//
AC   MIPF0000001
ID   mir-2797_1
MI   MI0012370  bmo-mir-2797a
MI   MI0012371  bmo-mir-2797b
MI   MI0012372  bmo-mir-2797c
//
AC   MIPF0000001
ID   mir-2816-3
MI   MI0012400  bmo-mir-2816-1
MI   MI0012411  bmo-mir-2816-2
MI   MI0012413  bmo-mir-2816-3
//
AC   MIPF0000001
ID   mir-2822-2
MI   MI0012408  bmo-mir-2822-1
MI   MI0012439  bmo-mir-2822-2
MI   MI0007542  gga-mir-1798
//
AC   MIPF0000001
ID   mir-2833
MI   MI0012433  bmo-mir-2833-1
MI   MI0012453  bmo-mir-2833-2
MI   MI0012997  bmo-mir-2833b
//
AC   MIPF0000001
ID   mir-2849-3
MI   MI0012468  bmo-mir-2849-1
MI   MI0012471  bmo-mir-2849-2
MI   MI0012472  bmo-mir-2849-3
//
AC   MIPF0000001
ID   mir-2904-3
MI   MI0013080  bta-mir-2904-1
MI   MI0013081  bta-mir-2904-2
MI   MI0013082  bta-mir-2904-3
//
AC   MIPF0000001
ID   mir-3021-3
MI   MI0013964  api-mir-3021-1
MI   MI0031736  api-mir-3021-2
MI   MI0031737  api-mir-3021-3
//
AC   MIPF0000001
ID   mir-3043-3
MI   MI0013994  api-mir-3043-1
MI   MI0013995  api-mir-3043-2
MI   MI0013996  api-mir-3043-3
//
AC   MIPF0000001
ID   mir-3049
MI   MI0016158  ame-mir-3049
MI   MI0014007  api-mir-3049
MI   MI0016336  tca-mir-3049
//
AC   MIPF0000001
ID   mir-3072
MI   MI0020483  cgr-mir-3072
MI   MI0014035  mmu-mir-3072
MI   MI0021856  rno-mir-3072
//
AC   MIPF0000001
ID   mir-3121
MI   MI0014137  hsa-mir-3121
MI   MI0020944  ppy-mir-3121
MI   MI0020608  ptr-mir-3121
//
AC   MIPF0000001
ID   mir-3126
MI   MI0020809  ggo-mir-3126
MI   MI0014143  hsa-mir-3126
MI   MI0023517  sbi-MIR6221
//
AC   MIPF0000001
ID   mir-3129
MI   MI0020813  ggo-mir-3129
MI   MI0014146  hsa-mir-3129
MI   MI0020588  ptr-mir-3129
//
AC   MIPF0000001
ID   mir-3136
MI   MI0019278  gma-MIR5678
MI   MI0014158  hsa-mir-3136
MI   MI0020611  ptr-mir-3136
//
AC   MIPF0000001
ID   mir-3145
MI   MI0014170  hsa-mir-3145
MI   MI0020897  mml-mir-3145
MI   MI0020951  ppy-mir-3145
//
AC   MIPF0000001
ID   mir-3155
MI   MI0014183  hsa-mir-3155a
MI   MI0016839  hsa-mir-3155b
MI   MI0020916  ppy-mir-3155a
//
AC   MIPF0000001
ID   mir-3156-3
MI   MI0014184  hsa-mir-3156-1
MI   MI0014230  hsa-mir-3156-2
MI   MI0014242  hsa-mir-3156-3
//
AC   MIPF0000001
ID   mir-3287
MI   MI0012469  bmo-mir-2848
MI   MI0014290  bmo-mir-3235
MI   MI0014344  bmo-mir-3287
//
AC   MIPF0000001
ID   mir-3492
MI   MI0015316  sja-mir-3492
MI   MI0015323  sja-mir-3499
MI   MI0021827  sma-mir-3492
//
AC   MIPF0000001
ID   mir-351
MI   MI0000643  mmu-mir-351
MI   MI0000642  rno-mir-351-1
MI   MI0031766  rno-mir-351-2
//
AC   MIPF0000001
ID   mir-354
MI   MI0001414  cbr-mir-354
MI   MI0000753  cel-mir-354
MI   MI0028413  eca-mir-9183
//
AC   MIPF0000001
ID   mir-3718
MI   MI0016150  ame-mir-3718a
MI   MI0016156  ame-mir-3718b
MI   MI0031790  ame-mir-3718c
//
AC   MIPF0000001
ID   mir-392
MI   MI0005432  cbr-mir-392
MI   MI0000819  cel-mir-392
MI   MI0024771  crm-mir-392
//
AC   MIPF0000001
ID   mir-3927
MI   MI0020854  ggo-mir-3927
MI   MI0016435  hsa-mir-3927
MI   MI0020898  mml-mir-3927
//
AC   MIPF0000001
ID   mir-3938
MI   MI0016594  hsa-mir-3938
MI   MI0023667  mml-mir-3938
MI   MI0020939  ppy-mir-3938
//
AC   MIPF0000001
ID   mir-4000
MI   MI0015501  cin-mir-4000b-1
MI   MI0015508  cin-mir-4000b-2
MI   MI0015499  cin-mir-4000d
//
AC   MIPF0000001
ID   mir-4005
MI   MI0015523  cin-mir-4005a
MI   MI0015527  cin-mir-4005b
MI   MI0015741  cin-mir-4005c
//
AC   MIPF0000001
ID   mir-4057
MI   MI0026242  bbe-mir-4057
MI   MI0017648  bfl-mir-4057-1
MI   MI0023542  bfl-mir-4057-2
//
AC   MIPF0000001
ID   mir-4077
MI   MI0015628  cin-mir-4077a
MI   MI0015629  cin-mir-4077b
MI   MI0015630  cin-mir-4077c
//
AC   MIPF0000001
ID   mir-4179
MI   MI0015697  cin-mir-4142
MI   MI0015735  cin-mir-4179a
MI   MI0019170  cin-mir-4179b
//
AC   MIPF0000001
ID   mir-4202
MI   MI0016589  ath-MIR3933
MI   MI0015759  cin-mir-4202
MI   MI0017974  osa-MIR5083
//
AC   MIPF0000001
ID   mir-4423
MI   MI0025399  bdi-MIR7777
MI   MI0016760  hsa-mir-4423
MI   MI0020615  ptr-mir-4423
//
AC   MIPF0000001
ID   mir-4436
MI   MI0016776  hsa-mir-4436a
MI   MI0017425  hsa-mir-4436b-1
MI   MI0019110  hsa-mir-4436b-2
//
AC   MIPF0000001
ID   mir-4444
MI   MI0031507  bta-mir-4444
MI   MI0016787  hsa-mir-4444-1
MI   MI0019111  hsa-mir-4444-2
//
AC   MIPF0000001
ID   mir-4509-3
MI   MI0016873  hsa-mir-4509-1
MI   MI0016874  hsa-mir-4509-2
MI   MI0016875  hsa-mir-4509-3
//
AC   MIPF0000001
ID   mir-4510
MI   MI0020656  ggo-mir-4510
MI   MI0016876  hsa-mir-4510
MI   MI0020574  ptr-mir-4510
//
AC   MIPF0000001
ID   mir-4529
MI   MI0020811  ggo-mir-4529
MI   MI0016896  hsa-mir-4529
MI   MI0020940  ppy-mir-4529
//
AC   MIPF0000001
ID   mir-4599
MI   MI0022534  gga-mir-6712
MI   MI0017209  pma-mir-4599a
MI   MI0017210  pma-mir-4599b
//
AC   MIPF0000001
ID   mir-4650
MI   MI0017277  hsa-mir-4650-1
MI   MI0017278  hsa-mir-4650-2
MI   MI0020892  mml-mir-4650
//
AC   MIPF0000001
ID   mir-4796
MI   MI0017443  hsa-mir-4796
MI   MI0020889  mml-mir-4796
MI   MI0020947  ppy-mir-4796
//
AC   MIPF0000001
ID   mir-4810
MI   MI0005879  cel-mir-1018
MI   MI0017540  cel-mir-4810a
MI   MI0026835  cel-mir-4810b
//
AC   MIPF0000001
ID   mir-4829
MI   MI0021862  mmu-mir-6335
MI   MI0017570  sko-mir-4829b
MI   MI0017571  sko-mir-4829c
//
AC   MIPF0000001
ID   mir-4856
MI   MI0026285  bbe-mir-4856a
MI   MI0017609  bfl-mir-4856a
MI   MI0017617  bfl-mir-4856b
//
AC   MIPF0000001
ID   mir-4888
MI   MI0020322  ame-mir-6051
MI   MI0026262  bbe-mir-4888
MI   MI0017658  bfl-mir-4888
//
AC   MIPF0000001
ID   mir-4889
MI   MI0026263  bbe-mir-4889b
MI   MI0017659  bfl-mir-4889a
MI   MI0017660  bfl-mir-4889b
//
AC   MIPF0000001
ID   mir-4891
MI   MI0026265  bbe-mir-4891
MI   MI0017663  bfl-mir-4891
MI   MI0015900  hsa-mir-4291
//
AC   MIPF0000001
ID   mir-4902
MI   MI0017677  bfl-mir-4902
MI   MI0027572  gra-MIR7505b
MI   MI0016786  hsa-mir-4443
//
AC   MIPF0000001
ID   mir-4988
MI   MI0017793  egr-mir-4988
MI   MI0017817  emu-mir-4988
MI   MI0028970  gsa-mir-184b
//
AC   MIPF0000001
ID   mir-5356
MI   MI0018606  asu-mir-5356a
MI   MI0018607  asu-mir-5356b
MI   MI0021880  mmu-mir-6352
//
AC   MIPF0000001
ID   mir-5459
MI   MI0018932  aca-mir-5429
MI   MI0018952  aca-mir-5449
MI   MI0018964  aca-mir-5459
//
AC   MIPF0000001
ID   mir-552
MI   MI0003557  hsa-mir-552
MI   MI0007829  mml-mir-552
MI   MI0008770  ptr-mir-552
//
AC   MIPF0000001
ID   mir-555
MI   MI0003561  hsa-mir-555
MI   MI0015049  ppy-mir-555
MI   MI0008773  ptr-mir-555
//
AC   MIPF0000001
ID   mir-5596
MI   MI0019160  cin-mir-5596a
MI   MI0019166  cin-mir-5596b
MI   MI0019171  cin-mir-5605
//
AC   MIPF0000001
ID   mir-56
MI   MI0024837  cbn-mir-56
MI   MI0000027  cel-mir-56
MI   MI0024774  crm-mir-56
//
AC   MIPF0000001
ID   mir-563
MI   MI0003569  hsa-mir-563
MI   MI0007836  mml-mir-563
MI   MI0015055  ppy-mir-563
//
AC   MIPF0000001
ID   mir-564
MI   MI0003570  hsa-mir-564
MI   MI0015056  ppy-mir-564
MI   MI0008780  ptr-mir-564
//
AC   MIPF0000001
ID   mir-5701-3
MI   MI0019308  hsa-mir-5701-1
MI   MI0019593  hsa-mir-5701-2
MI   MI0031522  hsa-mir-5701-3
//
AC   MIPF0000001
ID   mir-572
MI   MI0003579  hsa-mir-572
MI   MI0007841  mml-mir-572
MI   MI0008785  ptr-mir-572
//
AC   MIPF0000001
ID   mir-573
MI   MI0003580  hsa-mir-573
MI   MI0007842  mml-mir-573
MI   MI0015062  ppy-mir-573
//
AC   MIPF0000001
ID   mir-575
MI   MI0003582  hsa-mir-575
MI   MI0015063  ppy-mir-575
MI   MI0008786  ptr-mir-575
//
AC   MIPF0000001
ID   mir-588
MI   MI0003597  hsa-mir-588
MI   MI0015075  ppy-mir-588
MI   MI0008797  ptr-mir-588
//
AC   MIPF0000001
ID   mir-5885
MI   MI0019995  hco-mir-5885a
MI   MI0020086  hco-mir-5885b
MI   MI0020152  hco-mir-5885c
//
AC   MIPF0000001
ID   mir-5897
MI   MI0020017  hco-mir-5897a
MI   MI0020037  hco-mir-5897b
MI   MI0020052  hco-mir-5897c
//
AC   MIPF0000001
ID   mir-591
MI   MI0003603  hsa-mir-591
MI   MI0015078  ppy-mir-591
MI   MI0008799  ptr-mir-591
//
AC   MIPF0000001
ID   mir-5911
MI   MI0020040  hco-mir-5911a
MI   MI0020058  hco-mir-5911b
MI   MI0020068  hco-mir-5911c
//
AC   MIPF0000001
ID   mir-5946
MI   MI0017887  ath-MIR5019
MI   MI0020116  hco-mir-5946a
MI   MI0020139  hco-mir-5946c
//
AC   MIPF0000001
ID   mir-596
MI   MI0003608  hsa-mir-596
MI   MI0015082  ppy-mir-596
MI   MI0012569  ptr-mir-596
//
AC   MIPF0000001
ID   mir-602
MI   MI0003615  hsa-mir-602
MI   MI0015088  ppy-mir-602
MI   MI0012570  ptr-mir-602
//
AC   MIPF0000001
ID   mir-606
MI   MI0003619  hsa-mir-606
MI   MI0015092  ppy-mir-606
MI   MI0012572  ptr-mir-606
//
AC   MIPF0000001
ID   mir-6096-3
MI   MI0021056  mse-mir-6096-1
MI   MI0021057  mse-mir-6096-2
MI   MI0021058  mse-mir-6096-3
//
AC   MIPF0000001
ID   mir-611
MI   MI0003624  hsa-mir-611
MI   MI0007867  mml-mir-611
MI   MI0015096  ppy-mir-611
//
AC   MIPF0000001
ID   mir-613
MI   MI0003626  hsa-mir-613
MI   MI0015098  ppy-mir-613
MI   MI0008812  ptr-mir-613
//
AC   MIPF0000001
ID   mir-6131
MI   MI0021276  hsa-mir-6131
MI   MI0021285  mml-mir-6131
MI   MI0021266  ptr-mir-6131
//
AC   MIPF0000001
ID   mir-6133
MI   MI0021278  hsa-mir-6133
MI   MI0021287  mml-mir-6133
MI   MI0021268  ptr-mir-6133
//
AC   MIPF0000001
ID   mir-614
MI   MI0003627  hsa-mir-614
MI   MI0015099  ppy-mir-614
MI   MI0008813  ptr-mir-614
//
AC   MIPF0000001
ID   mir-617
MI   MI0003631  hsa-mir-617
MI   MI0015102  ppy-mir-617
MI   MI0008816  ptr-mir-617
//
AC   MIPF0000001
ID   mir-621
MI   MI0003635  hsa-mir-621
MI   MI0015105  ppy-mir-621
MI   MI0008819  ptr-mir-621
//
AC   MIPF0000001
ID   mir-623
MI   MI0003637  hsa-mir-623
MI   MI0015107  ppy-mir-623
MI   MI0012573  ptr-mir-623
//
AC   MIPF0000001
ID   mir-627
MI   MI0003641  hsa-mir-627
MI   MI0007876  mml-mir-627
MI   MI0008823  ptr-mir-627
//
AC   MIPF0000001
ID   mir-630
MI   MI0003644  hsa-mir-630
MI   MI0015111  ppy-mir-630
MI   MI0008825  ptr-mir-630
//
AC   MIPF0000001
ID   mir-634
MI   MI0003649  hsa-mir-634
MI   MI0015115  ppy-mir-634
MI   MI0008828  ptr-mir-634
//
AC   MIPF0000001
ID   mir-637
MI   MI0003652  hsa-mir-637
MI   MI0015117  ppy-mir-637
MI   MI0008830  ptr-mir-637
//
AC   MIPF0000001
ID   mir-641
MI   MI0020810  ggo-mir-641
MI   MI0003656  hsa-mir-641
MI   MI0008832  ptr-mir-641
//
AC   MIPF0000001
ID   mir-643
MI   MI0003658  hsa-mir-643
MI   MI0007886  mml-mir-643
MI   MI0008834  ptr-mir-643
//
AC   MIPF0000001
ID   mir-644
MI   MI0014366  bmo-mir-3309
MI   MI0003659  hsa-mir-644a
MI   MI0007887  mml-mir-644
//
AC   MIPF0000001
ID   mir-645
MI   MI0003660  hsa-mir-645
MI   MI0015121  ppy-mir-645
