AC   MIPF0000001
ID   let-7
MI   MI0016532  gma-MIR1520k
MI   MI0027290  pxy-mir-8487
MI   MI0016537  gma-MIR1520o
MI   MI0016485  gma-MIR1520f
MI   MI0016573  gma-MIR1520q
MI   MI0016554  gma-MIR1520r
MI   MI0016484  gma-MIR1520e
MI   MI0016533  gma-MIR1520l
MI   MI0007233  gma-MIR1520d
MI   MI0016534  gma-MIR1520m
MI   MI0027414  pxy-mir-8546
MI   MI0007252  gma-MIR1520c
MI   MI0017739  dme-mir-4953
MI   MI0007235  gma-MIR1520a
MI   MI0016496  gma-MIR1520h
MI   MI0016486  gma-MIR1520g
MI   MI0016498  gma-MIR1520i
MI   MI0016536  gma-MIR1520n
MI   MI0007243  gma-MIR1520b
MI   MI0029283  dvi-mir-9545
MI   MI0017152  pma-mir-4542
MI   MI0016339  tca-mir-3858
//
AC   MIPF0000183
ID   mir-430
MI   MI0025443  hhi-mir-430a-2
MI   MI0002141  dre-mir-430i-3
MI   MI0002140  dre-mir-430i-2
MI   MI0002139  dre-mir-430i-1
MI   MI0002126  dre-mir-430a-17
MI   MI0002125  dre-mir-430a-16
MI   MI0002124  dre-mir-430a-15
MI   MI0002123  dre-mir-430a-14
MI   MI0002122  dre-mir-430a-13
MI   MI0002121  dre-mir-430a-12
MI   MI0002120  dre-mir-430a-11
MI   MI0002113  dre-mir-430a-4
MI   MI0001527  dre-mir-430a-1
MI   MI0002119  dre-mir-430a-10
MI   MI0002118  dre-mir-430a-9
MI   MI0002117  dre-mir-430a-8
MI   MI0002116  dre-mir-430a-7
MI   MI0002115  dre-mir-430a-6
MI   MI0002114  dre-mir-430a-5
MI   MI0002112  dre-mir-430a-3
MI   MI0002111  dre-mir-430a-2
MI   MI0023398  ccr-mir-430
MI   MI0002131  dre-mir-430a-18
MI   MI0025442  hhi-mir-430a-3
MI   MI0025420  hhi-mir-430a-1
MI   MI0023933  mdo-mir-7368
//
AC   MIPF0000184
ID   mir-146a
MI   MI0000170  mmu-mir-146a
MI   MI0020407  cgr-mir-146a
MI   MI0000919  rno-mir-146a
MI   MI0020682  ggo-mir-146a
MI   MI0008544  ptr-mir-146a
MI   MI0007634  mml-mir-146a
MI   MI0014834  ppy-mir-146a
MI   MI0000477  hsa-mir-146a
MI   MI0015926  ssc-mir-146a
MI   MI0012809  eca-mir-146a
MI   MI0031230  tch-mir-146a
MI   MI0008094  cfa-mir-146a
MI   MI0030633  chi-mir-146a
MI   MI0009746  bta-mir-146a
MI   MI0012502  mdo-mir-146a
MI   MI0001235  gga-mir-146a
MI   MI0006931  oan-mir-146a
MI   MI0013839  tgu-mir-146c
MI   MI0004844  xtr-mir-146a
MI   MI0026512  ssa-mir-146d-2
MI   MI0026511  ssa-mir-146d-1
MI   MI0002013  dre-mir-146b
MI   MI0024513  ipu-mir-146b
MI   MI0028676  efu-mir-9315
MI   MI0022700  hsa-mir-6854
MI   MI0027251  sma-mir-8454
//
AC   MIPF0000185
ID   mir-377
MI   MI0012910  eca-mir-539
MI   MI0015038  ppy-mir-539
MI   MI0009857  bta-mir-539
MI   MI0008742  ptr-mir-539
MI   MI0007815  mml-mir-539
MI   MI0003514  hsa-mir-539
MI   MI0031162  tch-mir-539
MI   MI0030772  chi-mir-377
MI   MI0020748  ggo-mir-377
MI   MI0020514  cgr-mir-377
MI   MI0014925  ppy-mir-377
MI   MI0012891  eca-mir-377
MI   MI0010389  cfa-mir-377
MI   MI0009818  bta-mir-377
MI   MI0008650  ptr-mir-377
MI   MI0007725  mml-mir-377
MI   MI0003487  rno-mir-377
MI   MI0000794  mmu-mir-377
MI   MI0000785  hsa-mir-377
MI   MI0016955  oar-mir-377
MI   MI0015448  rno-mir-3576
MI   MI0003526  rno-mir-539
MI   MI0016942  oar-mir-539
MI   MI0010408  cfa-mir-539
MI   MI0003520  mmu-mir-539
MI   MI0021097  cca-MIR6109
//
AC   MIPF0000186
ID   mir-216b
MI   MI0003294  tni-mir-216b
MI   MI0003293  fru-mir-216b
MI   MI0026614  ssa-mir-216a
MI   MI0024574  ipu-mir-216b
MI   MI0007202  csa-mir-216b
MI   MI0002048  dre-mir-216b
MI   MI0018820  aca-mir-216b
MI   MI0025032  mmu-mir-216c
MI   MI0004126  mmu-mir-216b
MI   MI0015435  rno-mir-216b
MI   MI0028949  gsa-let-7
MI   MI0030692  chi-mir-216b
MI   MI0014867  ppy-mir-216b
MI   MI0012818  eca-mir-216b
MI   MI0012816  eca-mir-1461
MI   MI0009778  bta-mir-216b
MI   MI0008582  ptr-mir-216b
MI   MI0008205  gga-mir-216b
MI   MI0007673  mml-mir-216b
MI   MI0005569  hsa-mir-216b
MI   MI0013821  tgu-mir-216b
MI   MI0007066  gga-mir-216c
MI   MI0019602  sha-mir-216b
MI   MI0017113  pma-mir-216b
MI   MI0007987  cfa-mir-216b
MI   MI0024098  oan-mir-216b
//
AC   MIPF0000187
ID   mir-305
MI   MI0009563  dwi-mir-305
MI   MI0010514  bfl-mir-2075
MI   MI0000412  dme-mir-305
MI   MI0009352  dse-mir-305
MI   MI0009640  dya-mir-305
MI   MI0009506  dvi-mir-305
MI   MI0009313  dpe-mir-305
MI   MI0009101  dgr-mir-305
MI   MI0001350  dps-mir-305
MI   MI0009425  dsi-mir-305
MI   MI0009067  der-mir-305
MI   MI0009001  dan-mir-305
MI   MI0009199  dmo-mir-305
MI   MI0013582  cqu-mir-305
MI   MI0013459  aae-mir-305
MI   MI0001623  aga-mir-305
MI   MI0008928  tca-mir-305
MI   MI0001591  ame-mir-305
MI   MI0021769  hme-mir-305
MI   MI0004985  bmo-mir-305
MI   MI0016673  nlo-mir-305
MI   MI0016644  ngi-mir-305
MI   MI0014747  nvi-mir-305
MI   MI0016444  isc-mir-305
MI   MI0019409  tur-mir-305
MI   MI0016448  dpu-mir-305
//
AC   MIPF0000188
ID   mir-34b
MI   MI0015969  tgu-mir-34c-2
MI   MI0015939  tgu-mir-34c-1
MI   MI0023816  mdo-mir-34b
MI   MI0031461  oha-mir-34c
MI   MI0018859  aca-mir-34c
MI   MI0024078  oan-mir-34b
MI   MI0014807  ppy-mir-34b
MI   MI0012741  eca-mir-34b
MI   MI0010332  cfa-mir-34b
MI   MI0004925  xtr-mir-34b-1
MI   MI0004924  xtr-mir-34b-3
MI   MI0001260  gga-mir-34b
MI   MI0000875  rno-mir-34b
MI   MI0000404  mmu-mir-34b
MI   MI0028575  efu-mir-34b
MI   MI0030758  chi-mir-34b
MI   MI0020773  ggo-mir-34b
MI   MI0020506  cgr-mir-34b
MI   MI0008632  ptr-mir-34b
MI   MI0007604  mml-mir-34b
MI   MI0004763  bta-mir-34b
MI   MI0000742  hsa-mir-34b
MI   MI0028641  efu-mir-9295
MI   MI0024096  oan-mir-7433
MI   MI0011401  bta-mir-1814b
//
AC   MIPF0000189
ID   MIR396
MI   MI0031694  ata-MIR396b
MI   MI0031647  ata-MIR396a
MI   MI0010898  sbi-MIR396e
MI   MI0007452  gga-mir-1715
MI   MI0018125  bdi-MIR396b
MI   MI0010570  zma-MIR396d
MI   MI0010569  zma-MIR396c
MI   MIMAT0001601  osa-MIR396e
MI   MI0031683  ata-MIR396d
MI   MI0018111  bdi-MIR396a
MI   MI0016610  far-MIR396
MI   MI0010897  sbi-MIR396d
MI   MI0010563  osa-MIR396f
MI   MI0030381  tae-MIR396
MI   MI0027535  atr-MIR396a
MI   MI0013047  osa-MIR396g
MI   MI0013048  osa-MIR396h
MI   MIMAT0001600  osa-MIR396d
MI   MI0021642  ppe-MIR6276
MI   MI0016151  ame-mir-3751
MI   MI0022417  gga-mir-6597
MI   MI0011528  bta-mir-2468
MI   MI0013058  bta-mir-2885
MI   MI0013059  bta-mir-2886
MI   MI0024043  oan-mir-7400
//
AC   MIPF0000190
ID   mir-993
MI   MI0021797  hme-mir-993
MI   MI0021016  mse-mir-993
MI   MI0016682  nlo-mir-993
MI   MI0016650  ngi-mir-993
MI   MI0014765  nvi-mir-993
MI   MI0013361  api-mir-993
MI   MI0010626  bmo-mir-993a
MI   MI0010625  bmo-mir-993b
MI   MI0010620  ame-mir-993
MI   MI0010588  tca-mir-993
MI   MI0012289  isc-mir-993
MI   MI0029270  dvi-mir-993
MI   MI0013577  cqu-mir-993
MI   MI0013472  aae-mir-993
MI   MI0010597  aga-mir-993
MI   MI0019381  tur-mir-993a-2
MI   MI0019374  tur-mir-993a-1
MI   MI0012257  dpu-mir-993
MI   MI0012115  cte-mir-993
MI   MI0007068  gga-mir-1463
MI   MI0025497  ptc-MIR7840
MI   MI0011749  dsi-mir-993
MI   MI0011614  dps-mir-993
MI   MI0005854  dme-mir-993
MI   MI0019371  tur-mir-993b
//
AC   MIPF0000191
ID   mir-16
MI   MI0008084  cfa-mir-16-2
MI   MI0000115  hsa-mir-16-2
MI   MI0031369  oha-mir-16b
MI   MI0008213  ssc-mir-16-1
MI   MI0004739  bta-mir-16b
MI   MI0028901  efu-mir-16-2
MI   MI0023875  mdo-mir-16-2
MI   MI0018770  aca-mir-16a
MI   MI0012707  eca-mir-16-1
MI   MI0008555  ptr-mir-16-2
MI   MI0007589  mml-mir-16-2
MI   MI0000844  rno-mir-16
MI   MI0000566  mmu-mir-16-2
MI   MI0030647  chi-mir-16b
MI   MI0025257  oar-mir-16b
MI   MI0019491  ola-mir-16
MI   MI0014795  ppy-mir-16-2
MI   MI0001222  gga-mir-16-2
MI   MI0023339  ccr-mir-16a
MI   MI0013816  tgu-mir-16b
MI   MI0026530  ssa-mir-16b
MI   MI0006819  oan-mir-16b
MI   MI0004910  xtr-mir-16b
MI   MI0019332  bra-MIR5720
MI   MI0011469  bta-mir-2421
//
AC   MIPF0000192
ID   mir-363
MI   MI0019661  sha-mir-92a
MI   MI0020704  ggo-mir-363
MI   MI0000764  hsa-mir-363
MI   MI0022147  ssc-mir-363-2
MI   MI0014910  ppy-mir-363
MI   MI0014771  ssc-mir-363-1
MI   MI0007709  mml-mir-363
MI   MI0012958  eca-mir-363
MI   MI0030762  chi-mir-363
MI   MI0019660  sha-mir-363
MI   MI0013690  tgu-mir-363
MI   MI0006698  oan-mir-363
MI   MI0008176  cfa-mir-363
MI   MI0005069  bta-mir-363
MI   MI0031252  tch-mir-363
MI   MI0012512  mdo-mir-363
MI   MI0003553  rno-mir-363
MI   MI0018860  aca-mir-363
MI   MI0004955  xtr-mir-363
MI   MI0031463  oha-mir-363
MI   MI0000765  mmu-mir-363
MI   MI0008385  xla-mir-363
MI   MI0002067  dre-mir-363
MI   MI0023393  ccr-mir-363
MI   MI0024625  ipu-mir-363
//
AC   MIPF0000193
ID   mir-28
MI   MI0000086  hsa-mir-28
MI   MI0002656  ppa-mir-28
MI   MI0002651  ggo-mir-28
MI   MI0002650  ptr-mir-28
MI   MI0012840  eca-mir-28
MI   MI0002655  lla-mir-28
MI   MI0002653  mne-mir-28
MI   MI0002652  ppy-mir-28
MI   MI0002648  age-mir-28
MI   MI0030724  chi-mir-28
MI   MI0009785  bta-mir-28
MI   MI0002649  mml-mir-28
MI   MI0028634  efu-mir-28
MI   MI0002654  sla-mir-28
MI   MI0002430  ssc-mir-28
MI   MI0020475  cgr-mir-28
MI   MI0000861  rno-mir-28
MI   MI0000690  mmu-mir-28a
MI   MI0008082  cfa-mir-28
MI   MI0031226  tch-mir-28
MI   MI0012516  mdo-mir-28
MI   MI0012518  mdo-mir-151
MI   MI0016966  mmu-mir-28c
MI   MI0016979  mmu-mir-28b
MI   MI0022590  hsa-mir-6745
//
AC   MIPF0000194
ID   mir-105
MI   MI0000111  hsa-mir-105-1
MI   MI0002753  mne-mir-105
MI   MI0002752  lla-mir-105
MI   MI0002751  sla-mir-105
MI   MI0002750  mml-mir-105-1
MI   MI0002748  ppa-mir-105
MI   MI0002747  ggo-mir-105
MI   MI0002746  ppy-mir-105-1
MI   MI0030591  chi-mir-105a
MI   MI0010377  cfa-mir-105a
MI   MI0009723  bta-mir-105a
MI   MI0002410  ssc-mir-105-1
MI   MI0014814  ppy-mir-105-2
MI   MI0007612  mml-mir-105-2
MI   MI0002749  ptr-mir-105
MI   MI0000112  hsa-mir-105-2
MI   MI0012941  eca-mir-105
MI   MI0002411  ssc-mir-105-2
MI   MI0030592  chi-mir-105b
MI   MI0009722  bta-mir-105b
MI   MI0010378  cfa-mir-105b
MI   MI0012587  rno-mir-105
MI   MI0005481  mmu-mir-105
MI   MI0028235  eca-mir-9062
MI   MI0012316  bmo-mir-2762
//
AC   MIPF0000195
ID   mir-130b
MI   MI0026469  ssa-mir-130a-2
MI   MI0020395  cgr-mir-130b
MI   MI0030617  chi-mir-130b
MI   MI0020703  ggo-mir-130b
MI   MI0014823  ppy-mir-130b
MI   MI0013136  ssc-mir-130b
MI   MI0012748  eca-mir-130b
MI   MI0009731  bta-mir-130b
MI   MI0008528  ptr-mir-130b
MI   MI0007619  mml-mir-130b
MI   MI0004833  xtr-mir-130b
MI   MI0000904  rno-mir-130b
MI   MI0000748  hsa-mir-130b
MI   MI0000408  mmu-mir-130b
MI   MI0018735  aca-mir-130b
MI   MI0008064  cfa-mir-130b
MI   MI0023802  mdo-mir-130b
MI   MI0023318  ccr-mir-130b
MI   MI0013805  tgu-mir-130b
MI   MI0001239  gga-mir-130b
MI   MI0031338  oha-mir-130d
MI   MI0001986  dre-mir-130b
MI   MI0026468  ssa-mir-130a-1
MI   MI0021897  mmu-mir-6368
MI   MI0028527  efu-mir-9238
//
AC   MIPF0000196
ID   mir-212
MI   MI0031414  oha-mir-212
MI   MI0026610  ssa-mir-212b-2
MI   MI0026609  ssa-mir-212b-1
MI   MI0026608  ssa-mir-212a-2
MI   MI0026607  ssa-mir-212a-1
MI   MI0024571  ipu-mir-212-2
MI   MI0024570  ipu-mir-212-1
MI   MI0004952  xtr-mir-212
MI   MI0003385  dre-mir-212
MI   MI0003384  tni-mir-212
MI   MI0003383  fru-mir-212
MI   MI0000288  hsa-mir-212
MI   MI0007671  mml-mir-212
MI   MI0009776  bta-mir-212
MI   MI0000952  rno-mir-212
MI   MI0005337  mdo-mir-212
MI   MI0000696  mmu-mir-212
MI   MI0022140  ssc-mir-212
MI   MI0020459  cgr-mir-212
MI   MI0008155  cfa-mir-212
MI   MI0012777  eca-mir-212
MI   MI0018816  aca-mir-212
MI   MI0001671  mghv-mir-M1-3
MI   MI0008319  mmu-mir-1900
MI   MI0017111  pma-mir-212
//
AC   MIPF0000197
ID   mir-495
MI   MI0020694  ggo-mir-543
MI   MI0015041  ppy-mir-543
MI   MI0012912  eca-mir-543
MI   MI0005565  hsa-mir-543
MI   MI0012544  mml-mir-543
MI   MI0008743  ptr-mir-543
MI   MI0008139  cfa-mir-543
MI   MI0006152  rno-mir-495
MI   MI0004639  mmu-mir-495
MI   MI0030820  chi-mir-543
MI   MI0016929  oar-mir-543
MI   MI0009859  bta-mir-543
MI   MI0009849  bta-mir-495
MI   MI0020651  ggo-mir-495
MI   MI0007769  mml-mir-495
MI   MI0003135  hsa-mir-495
MI   MI0030809  chi-mir-495
MI   MI0016930  oar-mir-495
MI   MI0008691  ptr-mir-495
MI   MI0014968  ppy-mir-495
MI   MI0012908  eca-mir-495
MI   MI0028716  efu-mir-495
MI   MI0008140  cfa-mir-495
MI   MI0003525  rno-mir-543
MI   MI0003519  mmu-mir-543
//
AC   MIPF0000198
ID   mir-191
MI   MI0000233  mmu-mir-191
MI   MI0015413  rno-mir-191b
MI   MI0013095  ssc-mir-191
MI   MI0000934  rno-mir-191a
MI   MI0030998  ocu-mir-191
MI   MI0030664  chi-mir-191
MI   MI0028590  efu-mir-191
MI   MI0028398  eca-mir-191b
MI   MI0025260  oar-mir-191
MI   MI0012825  eca-mir-191a
MI   MI0005341  mdo-mir-191
MI   MI0005034  bta-mir-191
MI   MI0020640  ggo-mir-191
MI   MI0020437  cgr-mir-191
MI   MI0014853  ppy-mir-191
MI   MI0008564  ptr-mir-191
MI   MI0007653  mml-mir-191
MI   MI0006879  oan-mir-191
MI   MI0000465  hsa-mir-191
MI   MI0031234  tch-mir-191
MI   MI0008037  cfa-mir-191
MI   MI0018787  aca-mir-191
MI   MI0031386  oha-mir-191
MI   MI0004941  xtr-mir-191
MI   MI0018252  mtr-MIR5212
//
AC   MIPF0000199
ID   mir-202
MI   MI0000245  mmu-mir-202
MI   MI0012584  rno-mir-202
MI   MI0020907  ppy-mir-202
MI   MI0008574  ptr-mir-202
MI   MI0003130  hsa-mir-202
MI   MI0030682  chi-mir-202
MI   MI0020845  ggo-mir-202
MI   MI0009771  bta-mir-202
MI   MI0028744  efu-mir-202
MI   MI0018804  aca-mir-202
MI   MI0003699  gga-mir-202
MI   MI0010339  cfa-mir-202
MI   MI0013786  tgu-mir-202-2
MI   MI0013785  tgu-mir-202-1
MI   MI0019606  sha-mir-202
MI   MI0031402  oha-mir-202
MI   MI0002040  dre-mir-202
MI   MI0013157  ssc-mir-202
MI   MI0004861  xtr-mir-202-2
MI   MI0004860  xtr-mir-202-1
MI   MI0024557  ipu-mir-202
MI   MI0003426  tni-mir-202
MI   MI0003425  fru-mir-202
MI   MI0026586  ssa-mir-202
MI   MI0019115  hsa-mir-5571
//
AC   MIPF0000200
ID   mir-275
MI   MI0000356  dme-mir-275
MI   MI0009446  dsi-mir-275
MI   MI0009383  dse-mir-275
MI   MI0009041  der-mir-275
MI   MI0009693  dya-mir-275
MI   MI0008985  dan-mir-275
MI   MI0001332  dps-mir-275
MI   MI0009300  dpe-mir-275
MI   MI0009538  dvi-mir-275
MI   MI0009217  dmo-mir-275
MI   MI0009617  dwi-mir-275
MI   MI0009179  dgr-mir-275
MI   MI0013568  cqu-mir-275
MI   MI0013434  aae-mir-275
MI   MI0012232  dpu-mir-275
MI   MI0008921  tca-mir-275
MI   MI0001613  aga-mir-275
MI   MI0005733  ame-mir-275
MI   MI0020979  mse-mir-275
MI   MI0016670  nlo-mir-275
MI   MI0016627  ngi-mir-275
MI   MI0014746  nvi-mir-275
MI   MI0012273  isc-mir-275
MI   MI0004979  bmo-mir-275
MI   MI0013921  api-mir-275
//
AC   MIPF0000201
ID   mir-383
MI   MI0015902  hsa-mir-4330
MI   MI0000791  hsa-mir-383
MI   MI0030778  chi-mir-383
MI   MI0020663  ggo-mir-383
MI   MI0014931  ppy-mir-383
MI   MI0012930  eca-mir-383
MI   MI0007731  mml-mir-383
MI   MI0008656  ptr-mir-383
MI   MI0015927  ssc-mir-383
MI   MI0009823  bta-mir-383
MI   MI0003478  rno-mir-383
MI   MI0028720  efu-mir-383
MI   MI0000800  mmu-mir-383
MI   MI0031467  oha-mir-383
MI   MI0004881  xtr-mir-383
MI   MI0003706  gga-mir-383
MI   MI0008026  cfa-mir-383
MI   MI0006900  oan-mir-383
MI   MI0018864  aca-mir-383
MI   MI0013744  tgu-mir-383
MI   MI0019658  sha-mir-383
MI   MI0005328  mdo-mir-383
MI   MI0015910  ssc-mir-4331
MI   MI0006236  cre-MIR1159
MI   MI0015896  hsa-mir-4288
//
AC   MIPF0000202
ID   mir-451
MI   MI0016623  ssc-mir-451
MI   MI0001729  hsa-mir-451a
MI   MI0014952  ppy-mir-451
MI   MI0008675  ptr-mir-451
MI   MI0017360  hsa-mir-451b
MI   MI0007752  mml-mir-451
MI   MI0010367  cfa-mir-451
MI   MI0012785  eca-mir-451
MI   MI0001731  rno-mir-451
MI   MI0021960  mmu-mir-451b
MI   MI0001730  mmu-mir-451a
MI   MI0030798  chi-mir-451
MI   MI0009837  bta-mir-451
MI   MI0004958  xtr-mir-451
MI   MI0006722  oan-mir-451
MI   MI0004995  gga-mir-451
MI   MI0013747  tgu-mir-451
MI   MI0005304  mdo-mir-451
MI   MI0031472  oha-mir-451
MI   MI0018869  aca-mir-451
MI   MI0001732  dre-mir-451
MI   MI0017135  pma-mir-451
MI   MI0016433  hsa-mir-3925
MI   MI0022673  hsa-mir-6828
MI   MI0014465  bmo-mir-3402
//
AC   MIPF0000203
ID   mir-430c-1
MI   MI0025444  hhi-mir-430b-1
MI   MI0013020  ola-mir-430d-3
MI   MI0013016  ola-mir-430d-2
MI   MI0013013  ola-mir-430d-1
MI   MI0002098  dre-mir-430c-18
MI   MI0002097  dre-mir-430c-17
MI   MI0002096  dre-mir-430c-16
MI   MI0002095  dre-mir-430c-15
MI   MI0002094  dre-mir-430c-14
MI   MI0002093  dre-mir-430c-13
MI   MI0002092  dre-mir-430c-12
MI   MI0002091  dre-mir-430c-11
MI   MI0002090  dre-mir-430c-10
MI   MI0002089  dre-mir-430c-9
MI   MI0002088  dre-mir-430c-8
MI   MI0002087  dre-mir-430c-7
MI   MI0002083  dre-mir-430c-6
MI   MI0002082  dre-mir-430c-5
MI   MI0002081  dre-mir-430c-4
MI   MI0002080  dre-mir-430c-3
MI   MI0002079  dre-mir-430c-2
MI   MI0001529  dre-mir-430c-1
MI   MI0025445  hhi-mir-430b-2
MI   MI0014087  mmu-mir-3094
//
AC   MIPF0000204
ID   MIR171
MI   MI0029125  sly-MIR171e
MI   MI0023277  cme-MIR171h
MI   MI0023043  mdm-MIR171b
MI   MI0023042  mdm-MIR171a
MI   MI0021622  ppe-MIR171h
MI   MI0006537  vvi-MIR171b
MI   MI0025931  stu-MIR171b
MI   MI0024378  lja-MIR171b
MI   MI0020964  mes-MIR171a
MI   MI0019781  gma-MIR171t
MI   MI0019753  gma-MIR171p
MI   MI0019747  gma-MIR171n
MI   MI0019745  gma-MIR171m
MI   MI0010881  sbi-MIR171h
MI   MI0005580  mtr-MIR171b
MI   MI0001155  osa-MIR171i
MI   MI0026409  lus-MIR171j
MI   MI0021213  lus-MIR171g
MI   MI0013308  ctr-MIR171
MI   MI0013207  zma-MIR171m
MI   MI0013206  zma-MIR171l
MI   MI0016178  ame-mir-3772
MI   MI0016803  hsa-mir-4457
MI   MI0020013  hco-mir-5895
//
AC   MIPF0000205
ID   mir-14
MI   MI0016630  ngi-mir-14
MI   MI0014716  nvi-mir-14
MI   MI0005731  ame-mir-14
MI   MI0000136  dme-mir-14
MI   MI0009648  dya-mir-14
MI   MI0009413  dsi-mir-14
MI   MI0009375  dse-mir-14
MI   MI0009036  der-mir-14
MI   MI0008997  dan-mir-14
MI   MI0009539  dvi-mir-14
MI   MI0009147  dgr-mir-14
MI   MI0009615  dwi-mir-14
MI   MI0009257  dpe-mir-14
MI   MI0009186  dmo-mir-14
MI   MI0001313  dps-mir-14
MI   MI0008903  tca-mir-14
MI   MI0004974  bmo-mir-14
MI   MI0021737  hme-mir-14
MI   MI0021012  mse-mir-14
MI   MI0013913  api-mir-14
MI   MI0001608  aga-mir-14
MI   MI0013607  cqu-mir-14
MI   MI0013452  aae-mir-14
MI   MI0027329  pxy-mir-8511
//
AC   MIPF0000206
ID   MIR169o
MI   MI0023181  cme-MIR169d
MI   MI0023202  cme-MIR169l
MI   MI0002262  ptc-MIR169l
MI   MI0002260  ptc-MIR169j
MI   MI0023185  cme-MIR169c
MI   MI0023180  cme-MIR169o
MI   MIMAT0001459  sbi-MIR169i
MI   MI0012154  cte-mir-2708
MI   MI0023200  cme-MIR169i
MI   MI0023199  cme-MIR169a
MI   MI0023196  cme-MIR169m
MI   MI0001129  osa-MIR169n
MI   MI0018079  bdi-MIR169d
MI   MI0013202  zma-MIR169o
MI   MI0001130  osa-MIR169o
MI   MI0023198  cme-MIR169b
MI   MI0023197  cme-MIR169j
MI   MI0017480  tcc-MIR169f
MI   MI0006001  ppt-MIR1042
MI   MI0008200  cel-mir-1830
MI   MI0026802  ath-MIR8172
MI   MI0019157  cel-mir-5594
MI   MI0026913  ppc-mir-8252a
MI   MI0027643  gra-MIR8677
//
AC   MIPF0000207
ID   mir-487
MI   MI0028727  efu-mir-487
MI   MI0030803  chi-mir-487a
MI   MI0020692  ggo-mir-487a
MI   MI0014959  ppy-mir-487a
MI   MI0012904  eca-mir-487a
MI   MI0010401  cfa-mir-487a
MI   MI0005022  bta-mir-487a
MI   MI0002471  hsa-mir-487a
MI   MI0016946  oar-mir-487a
MI   MI0008683  ptr-mir-487a
MI   MI0007760  mml-mir-487a
MI   MI0003547  rno-mir-487b
MI   MI0003534  mmu-mir-487b
MI   MI0030804  chi-mir-487b
MI   MI0016941  oar-mir-487b
MI   MI0012905  eca-mir-487b
MI   MI0005060  bta-mir-487b
MI   MI0020652  ggo-mir-487b
MI   MI0014960  ppy-mir-487b
MI   MI0003530  hsa-mir-487b
MI   MI0015928  ssc-mir-487b
MI   MI0008684  ptr-mir-487b
MI   MI0007761  mml-mir-487b
MI   MI0008144  cfa-mir-487b
//
AC   MIPF0000208
ID   mir-466
MI   MI0020603  ptr-mir-3149
MI   MI0014176  hsa-mir-3149
MI   MI0003713  gga-mir-466
MI   MI0014052  mmu-mir-466o
MI   MI0014078  mmu-mir-466p
MI   MI0006292  mmu-mir-466k
MI   MI0031753  mmu-mir-466c-3
MI   MI0014112  mmu-mir-466b-8
MI   MI0014070  mmu-mir-466b-7
MI   MI0014067  mmu-mir-466b-6
MI   MI0014063  mmu-mir-466b-5
MI   MI0014060  mmu-mir-466b-4
MI   MI0014057  mmu-mir-466c-2
MI   MI0005506  mmu-mir-466e
MI   MI0005505  mmu-mir-466c-1
MI   MI0005503  mmu-mir-466b-2
MI   MI0005502  mmu-mir-466b-1
MI   MI0002401  mmu-mir-466a
MI   MI0018032  mmu-mir-466q
MI   MI0009951  mmu-mir-669n
MI   MI0005504  mmu-mir-466b-3
MI   MI0011630  dps-mir-2505
MI   MI0028933  dme-mir-9384
MI   MI0010559  osa-MIR2099
//
AC   MIPF0000209
ID   MIR393
MI   MI0021705  gma-MIR393d
MI   MI0021249  lus-MIR393c
MI   MI0021708  gma-MIR393g
MI   MI0019715  gma-MIR393b
MI   MI0001003  ath-MIR393a
MI   MI0014572  aly-MIR393a
MI   MI0014573  aly-MIR393b
MI   MI0026100  ppe-MIR393a
MI   MI0024305  mes-MIR393b
MI   MI0024304  mes-MIR393a
MI   MI0023240  cme-MIR393a
MI   MI0017505  tcc-MIR393a
MI   MI0006553  vvi-MIR393b
MI   MI0002310  ptc-MIR393b
MI   MI0002309  ptc-MIR393a
MI   MI0001745  mtr-MIR393a
MI   MI0021193  lus-MIR393a
MI   MI0016703  csi-MIR393
MI   MI0021707  gma-MIR393f
MI   MI0021706  gma-MIR393e
MI   MI0021704  gma-MIR393c
MI   MI0007216  gma-MIR393a
MI   MI0005601  mtr-MIR393b
MI   MI0012318  bmo-mir-2764
//
AC   MIPF0000210
ID   mir-31
MI   MI0008904  tca-mir-31
MI   MI0013614  cqu-mir-31
MI   MI0013483  aae-mir-31
MI   MI0016675  nlo-mir-31a
MI   MI0016628  ngi-mir-31a
MI   MI0014722  nvi-mir-31a
MI   MI0012240  dpu-mir-31
MI   MI0009277  dpe-mir-31a
MI   MI0005737  ame-mir-31a
MI   MI0001314  dps-mir-31a
MI   MI0009678  dya-mir-31a
MI   MI0009616  dwi-mir-31a
MI   MI0009534  dvi-mir-31a
MI   MI0009453  dsi-mir-31a
MI   MI0009387  dse-mir-31a
MI   MI0009230  dmo-mir-31a
MI   MI0009125  dgr-mir-31a
MI   MI0009058  der-mir-31a
MI   MI0009016  dan-mir-31a
MI   MI0000420  dme-mir-31a
MI   MI0007095  odi-mir-1484
MI   MI0025507  ptc-MIR7835
MI   MI0017225  pma-mir-4614
//
AC   MIPF0000211
ID   mir-544
MI   MI0030821  chi-mir-544
MI   MI0016943  oar-mir-544
MI   MI0012913  eca-mir-544-2
MI   MI0010409  cfa-mir-544
MI   MI0009862  bta-mir-544a
MI   MI0007420  gga-mir-1686
MI   MI0015042  ppy-mir-544
MI   MI0014159  hsa-mir-544b
MI   MI0012868  eca-mir-544b
MI   MI0012593  rno-mir-544
MI   MI0008744  ptr-mir-544
MI   MI0007817  mml-mir-544
